,시도교육청코드,시도교육청명,표준학교코드,학교명,영문학교명,학교종류명,소재지명,시군구,관할조직명,설립명,도로명우편번호,도로명주소,도로명상세주소,전화번호,홈페이지주소,남녀공학구분명,팩스번호,고등학교구분명,산업체특별학급존재여부,고등학교일반실업구분명,특수목적고등학교계열명,입시전후기구분명,주야구분명,설립일자,개교기념일,위도,경도
28,B10,서울특별시교육청,7010065,관악고등학교,kwanak high school,고등학교,서울특별시,영등포구,서울특별시교육청,공립,7278,서울특별시 영등포구 영등포로6길 26,(양평동2가),02-2633-5954,http://kwan-ak.hs.kr,남여공학,02-2632-9358,일반고,N,일반계,,후기,주간,19550427,19730427,37.5217916605406,126.88292354628
29,B10,서울특별시교육청,7010066,광남고등학교,Gwangnam High School,고등학교,서울특별시,광진구,서울특별시교육청,공립,4973,서울특별시 광진구 아차산로70길 17-16,/ 광남고등학교 (광장동/ 광남고등학교),02-2204-8705,http://www.gwang-nam.hs.kr,남여공학,02-458-7043,일반고,N,일반계,,후기,주간,19860125,19860513,37.541514723184,127.101213923003
30,B10,서울특별시교육청,7010131,광문고등학교,Gwangmun High School,고등학교,서울특별시,강동구,서울특별시교육청,사립,5225,서울특별시 강동구 동남로 968,/ 광문고등학교 (고덕동),02-427-2870,http://gwangmun.sen.hs.kr,남여공학,02-427-4357,일반고,N,일반계,,후기,주간,19851105,19851105,37.560461810282,127.158546302765
31,B10,서울특별시교육청,7010132,광성고등학교,Kwangsung High School,고등학교,서울특별시,마포구,서울특별시교육청,사립,4097,서울특별시 마포구 신수로8길 20,(신수동),02-703-3457,http://kwangsung.sen.hs.kr,남,02-711-7397,일반고,N,일반계,,후기,주간,18940406,18940406,37.5486975552073,126.935969575594
32,B10,서울특별시교육청,7010133,광신고등학교,Kwangshin High School,고등학교,서울특별시,관악구,서울특별시교육청,사립,8847,서울특별시 관악구 광신길 141,(신림동/광신중고등학교),02-881-8532,http://www.kwangshin.hs.kr,남여공학,02-881-8566,일반고,N,일반계,,후기,주간,19870120,19870102,37.4644762024804,126.925940565455
33,B10,서울특별시교육청,7011488,광신방송예술고등학교,KWANGSHIN BROADCASTING ARTS HIGH SCHOOL,고등학교,서울특별시,관악구,서울특별시교육청,사립,8847,서울특별시 관악구 광신길 141,(신림동/ 광신방송예술고등학교),02-881-8612,http://ksmedia.sen.hs.kr,남여공학,02-881-8637,특성화고,N,전문계,,전기,주간,19051010,19051010,37.4644762024804,126.925940565455
34,B10,서울특별시교육청,7010067,광양고등학교,Gwangyang High School,고등학교,서울특별시,광진구,서울특별시교육청,공립,5104,서울특별시 광진구 자양로3가길 31,(자양동),02-446-1435,http://www.gwangyang.hs.kr,남여공학,02-458-9715,자율고,N,일반계,,후기,주간,19861215,19880420,37.529378916523,127.085182284683
35,B10,서울특별시교육청,7010134,광영고등학교,Kwangyoung High School,고등학교,서울특별시,양천구,서울특별시교육청,사립,7909,서울특별시 양천구 남부순환로30길 17,(신월동/광영고등학교),02-2650-2300,http://www.ky.hs.kr,남,02-2697-1002,일반고,N,일반계,,후기,주간,19850201,19850201,37.5371981027922,126.823275879439
36,B10,서울특별시교육청,7010135,광영여자고등학교,Kwang-young Girls’ High School,고등학교,서울특별시,양천구,서울특별시교육청,사립,7909,서울특별시 양천구 남부순환로30길 17,/ 광영여자고등학교 (신월동),02-2697-5553,http://www.kyg.hs.kr,여,02-2697-5552,일반고,N,일반계,,후기,주간,19841217,19850306,37.5371981027922,126.823275879439
37,B10,서울특별시교육청,7011505,광운인공지능고등학교,Kwangwoon Artificial Intelligence High School,고등학교,서울특별시,노원구,서울특별시교육청,사립,1890,서울특별시 노원구 광운로1길 24,(월계동/광운중학교/전자공업고등학교),02-918-7761,http://kwangwoon.sen.hs.kr,남,02-917-5091,특성화고,N,전문계,,전기,주간,19340520,19340520,37.6192397716155,127.056545166873
38,B10,서울특별시교육청,7010068,구로고등학교,Guro High School,고등학교,서울특별시,구로구,서울특별시교육청,공립,8299,서울특별시 구로구 가마산로27길 45,/ 구로고등학교 (구로동),02-851-2065,http://guro.hs.kr,남여공학,02-851-9826,일반고,N,일반계,,후기,주간,19811231,19820424,37.4988400846064,126.890309191986
39,B10,서울특별시교육청,7011111,구암고등학교,Guahm High School,고등학교,서울특별시,관악구,서울특별시교육청,공립,8723,서울특별시 관악구 성현로 57,(봉천동/구암고등학교),02-879-9823,http://www.guahm.hs.kr,남여공학,02-879-1981,일반고,N,일반계,,후기,주간,20120301,20120501,37.4924598533601,126.949783193871
40,B10,서울특별시교육청,7010069,구일고등학교,Guil High School,고등학교,서울특별시,구로구,서울특별시교육청,공립,8324,서울특별시 구로구 구일로 90-51,(구로동),02-858-2549,http://www.guil.hs.kr,남여공학,02-867-2826,일반고,N,일반계,,후기,주간,19900120,19900120,37.4935052933826,126.874618469825
41,B10,서울특별시교육청,7010827,구현고등학교,Guhyun High School,고등학교,서울특별시,구로구,서울특별시교육청,공립,8217,서울특별시 구로구 경인로53가길 17,(구로동),02-2628-8916,http://www.guhyun.hs.kr,남여공학,02-2628-8915,자율고,N,일반계,,후기,주간,20080301,20080301,37.5022832205782,126.874418207198
42,B10,서울특별시교육청,1371661,국립국악고등학교,Gugak National High School,고등학교,서울특별시,강남구,교육부,국립,6311,서울특별시 강남구 개포로22길 65,(개포동/ 국악고등학교),02-3460-0500,http://gugak.sen.hs.kr,남여공학,02-3460-0555,특목고,N,일반계,예술계열,전기,주간,19550401,19720909,37.4762397420077,127.051213825746
43,B10,서울특별시교육청,1371663,국립전통예술고등학교,NATIONAL HIGH SCHOOL OF TRADITIONAL KOREAN ARTS,고등학교,서울특별시,금천구,교육부,국립,8650,서울특별시 금천구 시흥대로38길 62,(시흥동),02-896-1094,http://kugak-am.hs.kr,남여공학,02-896-1096,특목고,N,일반계,예술계열,전기,주간,19600513,19600513,37.4463706879704,126.906463378333
44,B10,서울특별시교육청,7010071,금옥여자고등학교,Geumok Girls High School,고등학교,서울특별시,양천구,서울특별시교육청,공립,8080,서울특별시 양천구 신정로 213,(신정동),02-2086-7502,http://www.geumok.hs.kr,여,02-2086-7575,일반고,N,일반계,,후기,주간,19810115,19810503,37.5109653172242,126.843971681779
45,B10,서울특별시교육청,7010072,금천고등학교,Geumcheon High School,고등학교,서울특별시,금천구,서울특별시교육청,공립,8650,서울특별시 금천구 시흥대로38길 26,(시흥동/금천고등학교),02-896-3181,http://Geumcheon.sen.hs.kr,남여공학,02-808-3186,일반고,N,일반계,,후기,주간,19831208,19850506,37.4448950223082,126.904901769267
46,B10,서울특별시교육청,7011319,금호고등학교,GeumhoHighSchool,고등학교,서울특별시,성동구,서울특별시교육청,공립,4727,서울특별시 성동구 금호로 118,(금호동1가),02-2022-0800,http://geumho.sen.hs.kr,남여공학,02-2022-0840,일반고,N,일반계,,전기,주간,20170301,20170522,37.5536214995345,127.023433782844
47,B10,서울특별시교육청,7010136,남강고등학교,Namkang High School,고등학교,서울특별시,관악구,서울특별시교육청,사립,8854,서울특별시 관악구 난곡로34길 80,(신림동),02-839-1701,http://www.namkang.hs.kr,남,02-839-1707,일반고,N,일반계,,후기,주간,19721229,19730302,37.4713756726623,126.924909105757
48,B10,서울특별시교육청,7010564,노원고등학교,Nowon High School,고등학교,서울특별시,노원구,서울특별시교육청,공립,1675,서울특별시 노원구 노원로 586,(상계동),02-937-0078,http://www.nowon.hs.kr,남여공학,02-951-4607,일반고,N,일반계,,후기,주간,19881223,19890427,37.6618031933787,127.054019473757
49,B10,서울특별시교육청,7010589,누원고등학교,Noowon High School,고등학교,서울특별시,도봉구,서울특별시교육청,공립,1318,서울특별시 도봉구 마들로 849,/ 누원고등학교 (도봉동),02-3492-7595,http://www.noowon.hs.kr,남여공학,02-3492-7598,일반고,N,일반계,,후기,주간,20030106,20030506,37.6855689580624,127.049932683549
50,B10,서울특별시교육청,7011489,단국대학교부속소프트웨어고등학교,Dankook University Software High School,고등학교,서울특별시,강남구,서울특별시교육청,사립,6278,서울특별시 강남구 도곡로64길 21,(대치동 1013),02-2116-0115,http://dankook.sen.hs.kr,남,02-2116-0176,특성화고,N,전문계,,전기,주간,19471103,19501103,37.4956174948977,127.057768228297
51,B10,서울특별시교육청,7010137,단국대학교사범대학부속고등학교,DanKook University High School,고등학교,서울특별시,강남구,서울특별시교육청,사립,6278,서울특별시 강남구 도곡로64길 21,(대치동),02-2191-2600,http://www.dan-kook.hs.kr,남,02-557-6837,일반고,N,일반계,,후기,주간,19831226,19831226,37.4956174948977,127.057768228297
52,B10,서울특별시교육청,7010073,당곡고등학교,Dang-gok High School,고등학교,서울특별시,관악구,서울특별시교육청,공립,8712,서울특별시 관악구 봉천로21길 108,/ 당곡고등학교 (봉천동),02-6717-5200,http://www.danggok.hs.kr,남여공학,02-873-4617,자율고,N,일반계,,후기,주간,19831226,19840501,37.4917603442825,126.934246405052
53,B10,서울특별시교육청,7011507,대경생활과학고등학교,Daekyeong Life Science High School,고등학교,서울특별시,중구,서울특별시교육청,사립,4592,서울특별시 중구 매봉18길 111,(신당동),02-2235-5155,http://daekyeong.sen.hs.kr,남여공학,02-2237-9142,특성화고,N,전문계,,전기,주간,19560228,19560416,37.5563732600255,127.016979156363
54,B10,서울특별시교육청,7010138,대광고등학교,Daegwang High School,고등학교,서울특별시,동대문구,서울특별시교육청,사립,2581,서울특별시 동대문구 안암로 6,/ 대광고등학교 (신설동),02-940-2202,http://www.dgh.hs.kr,남,02-926-3197,자율고,N,일반계,,전기,주간,19471125,19471025,37.5779546698355,127.025323479801
55,B10,서울특별시교육청,7010833,대동세무고등학교,Daedong Taxation High School,고등학교,서울특별시,종로구,서울특별시교육청,사립,3057,서울특별시 종로구 계동길 84-10,(계동),02-763-1631,http://daedong.sen.hs.kr,남여공학,02-763-1632,특성화고,N,전문계,,전기,주간,19250418,19250418,37.5815827310558,126.987951316186
56,B10,서울특별시교육청,7010139,대성고등학교,Daesung High School,고등학교,서울특별시,은평구,서울특별시교육청,사립,3322,서울특별시 은평구 갈현로29길 51-24,/ 대성고등학교 (갈현동),02-6252-1000,http://dae-sung.sen.hs.kr,남,02-386-2536,일반고,N,일반계,,전기,주간,19690109,19691016,37.6231422778381,126.909790703133
57,B10,서울특별시교육청,7010140,대신고등학교,Daeshin High School,고등학교,서울특별시,종로구,서울특별시교육청,사립,3029,서울특별시 종로구 사직로 9,(행촌동),02-736-0317,http://www.dae-shin.hs.kr/,남,02-736-0324,일반고,N,일반계,,후기,주간,19380405,19380405,37.573123769216,126.96125454884
58,B10,서울특별시교육청,7010074,대영고등학교,Daeyeong High School,고등학교,서울특별시,영등포구,서울특별시교육청,공립,7397,서울특별시 영등포구 도림로86길 16,(신길동/ 대영고등학교),02-847-2019,http://www.dy.hs.kr,남여공학,02-845-3496,자율고,N,일반계,,후기,주간,19871215,19871215,37.5036530645899,126.905518076656
59,B10,서울특별시교육청,7010141,대원고등학교,Daewon High School,고등학교,서울특별시,광진구,서울특별시교육청,사립,4939,서울특별시 광진구 용마산로22길 26,/ 대원고등학교 (중곡동),02-2204-1569,http://daewon-seoul.hs.kr,남,82-2-2204-1577,일반고,N,일반계,,후기,주간,19770520,19770520,37.5624502219725,127.089376716312
60,B10,서울특별시교육청,7010142,대원여자고등학교,Daewon Girls’ High School,고등학교,서울특별시,광진구,서울특별시교육청,사립,4939,서울특별시 광진구 용마산로22길 26,(중곡동),02-2204-1620,http://www.dwg.hs.kr,여,02-2204-1623,일반고,N,일반계,,후기,주간,19821013,19830520,37.5624502219725,127.089376716312
61,B10,서울특별시교육청,7010143,대원외국어고등학교,Daewon Foreign Language High School,고등학교,서울특별시,광진구,서울특별시교육청,사립,4939,서울특별시 광진구 용마산로22길 26,(중곡동),02-2204-1530,http://www.dwfl.hs.kr/,남여공학,02-2204-1537,특목고,N,일반계,외국어계열,전기,주간,19831007,19840520,37.5624502219725,127.089376716312
62,B10,서울특별시교육청,7010144,대일고등학교,Daeil High School,고등학교,서울특별시,강서구,서울특별시교육청,사립,7672,서울특별시 강서구 등촌로 105,(등촌동),070-4020-6400,https://daeil.sen.hs.kr/index.do,남,02-2644-1558,일반고,N,일반계,,후기,주간,19720926,19720926,37.5394886976531,126.863403109826
63,B10,서울특별시교육청,7011186,대일관광고등학교,Daeil Tourism High School,고등학교,서울특별시,양천구,서울특별시교육청,사립,8051,서울특별시 양천구 신정이펜1로 11,/ 대일관광고등학교 (신정동/ 대일관광고등학교),070-4377-8871,http://daeil-tour.sen.hs.kr,여,02-2603-7361,특성화고,N,전문계,,전기,주간,19800926,19800926,37.5114137684075,126.834906714744
64,B10,서울특별시교육청,7010145,대일외국어고등학교,Daeil Foreign Language High School,고등학교,서울특별시,성북구,서울특별시교육청,사립,2713,서울특별시 성북구 서경로 116,(정릉동/대일외국어고등학교),02-940-1000,www.daeil.or.kr,남여공학,02-940-0605,특목고,N,일반계,외국어계열,전기,주간,19840304,19840924,37.6133045933527,127.014175970968
65,B10,서울특별시교육청,7010146,대진고등학교,Daejin High School,고등학교,서울특별시,노원구,서울특별시교육청,사립,1807,서울특별시 노원구 공릉로62가길 47,/ 대진고등학교 (하계동),02-976-0067,http://www.dae-jin.hs.kr,남,02-971-6085,일반고,N,일반계,,후기,주간,19840613,19851024,37.6378068538477,127.076090022542
66,B10,서울특별시교육청,7010740,대진디자인고등학교,Daejin Design High School,고등학교,서울특별시,강남구,서울특별시교육청,사립,6352,서울특별시 강남구 광평로39길 93,(수서동/대진디자인고등학교),02-2226-8418,http://www.daejindesign.hs.kr,남여공학,02-2226-4863,특성화고,N,전문계,,전기,주간,19940325,19950302,37.4904281491372,127.095979339516
67,B10,서울특별시교육청,7010147,대진여자고등학교,Daejin Girls’ High School,고등학교,서울특별시,노원구,서울특별시교육청,사립,1785,서울특별시 노원구 공릉로 438,/ 대진여자고등학교 (중계동),02-979-2327,http://www.daejinw.hs.kr,여,02-948-3951,일반고,N,일반계,,후기,주간,19880212,19880212,37.6461248249441,127.06719658578
68,B10,서울특별시교육청,7010148,덕성여자고등학교,Duksung Girls’ High School,고등학교,서울특별시,종로구,서울특별시교육청,사립,3061,서울특별시 종로구 율곡로3길 50,/ 덕성여자고등학교 (안국동),02-734-6871,http://duksung.sen.hs.kr,여,02-732-5569,일반고,N,일반계,,후기,주간,19200419,19451010,37.5777608153459,126.983558137257
69,B10,서울특별시교육청,7010808,덕수고등학교,Duksoo High School,고등학교,서울특별시,성동구,서울특별시교육청,공립,4764,서울특별시 성동구 왕십리로 199,(행당동),02-2292-5707,http://duksoo.sen.hs.kr,남여공학,02-2299-0703,특성화고,N,전문계,,전기,주간,19100413,19100413,37.5552642216916,127.041141809583
70,B10,서울특별시교육청,7010149,덕원여자고등학교,Deokwon Girls’ High School,고등학교,서울특별시,강서구,서울특별시교육청,사립,7640,서울특별시 강서구 강서로45길 91-44,(내발산동/덕원여자고등학교),02-2660-7800,http://deokwon.sen.hs.kr,여,02-2660-7812,일반고,N,일반계,,후기,주간,19780429,19780429,37.5486225773288,126.829024518952
71,B10,서울특별시교육청,7010150,덕원예술고등학교,Deokwon Arts High School,고등학교,서울특별시,강서구,서울특별시교육청,사립,7640,서울특별시 강서구 강서로45길 91-44,/ 덕원예술고등학교 (내발산동),02-2660-7911,http://www.dwarts.hs.kr,남여공학,02-2660-7914,특목고,N,일반계,예술계열,전기,주간,19911107,19920429,37.5486225773288,126.829024518952
72,B10,서울특별시교육청,7010317,덕일전자공업고등학교,Deogil Electronic Technical High School,고등학교,서울특별시,구로구,서울특별시교육청,사립,8357,서울특별시 구로구 서해안로21길 5-12,(오류동),02-2613-2762,http://di.sen.hs.kr,남여공학,02-2681-0528,특성화고,N,전문계,,전기,주간,19941005,19941005,37.4905365201163,126.837134461147
73,B10,서울특별시교육청,7010699,도봉고등학교,Dobong High School,고등학교,서울특별시,도봉구,서울특별시교육청,공립,1302,서울특별시 도봉구 도봉산길 27,(도봉동/도봉고등학교),02-3491-4283,http://db2004.hs.kr,남여공학,02-3491-4287,일반고,N,일반계,,후기,주간,20031230,20040504,37.6867550062856,127.042578432977
74,B10,서울특별시교육청,7011318,도선고등학교,DOSUN HIGH SCHOOL,고등학교,서울특별시,성동구,서울특별시교육청,공립,4701,서울특별시 성동구 마장로 156,(하왕십리동),02-2292-8176,http://dosun.sen.hs.kr,남여공학,02-2292-7556,일반고,N,일반계,,전기,주간,20170301,20170524,37.5668439494,127.026995731182
75,B10,서울특별시교육청,7010560,독산고등학교,Doksan High School,고등학교,서울특별시,금천구,서울특별시교육청,공립,8551,서울특별시 금천구 문성로 64,/ 독산고등학교 (독산동),02-857-6248,http://doksan.sen.hs.kr,남여공학,02-857-6247,일반고,N,일반계,,후기,주간,20011231,20020504,37.4762187185354,126.910939635513
76,B10,서울특별시교육청,7011086,동구마케팅고등학교,DONGGOO MARKETING HIGH SCHOOL,고등학교,서울특별시,성북구,서울특별시교육청,사립,2834,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동),02-762-1301,donggoo.sen.hs.kr,여,02-747-6525,특성화고,N,전문계,,전기,주간,19420617,19420617,37.5941065881018,127.008215538987
77,B10,서울특별시교육청,7010151,동국대학교사범대학부속고등학교,High School Attached to College of Education Dongguk University,고등학교,서울특별시,동대문구,서울특별시교육청,사립,2520,서울특별시 동대문구 장안벚꽃로 201,(장안동/동국대학교사범대학부속고등학교),02-6913-1511,http://ddbk.sen.hs.kr,남,02-6913-1588,일반고,N,일반계,,후기,주간,19470624,19470624,37.5780471818476,127.075133018965
